user_id,created_at,company_id,language,activated_at,state
4469,2013-10-04,11151,english,2013-10-04,active
4472,2013-10-04,11698,english,2013-10-04,active
4473,2013-10-04,8397,japanese,2013-10-04,active
4474,2013-10-04,27,german,2013-10-04,active
4475,2013-10-04,12644,english,2013-10-04,active
4476,2013-10-04,9831,indian,2013-10-04,active
4481,2013-10-04,5538,english,2013-10-04,active
4482,2013-10-04,11023,english,2013-10-04,active
4483,2013-10-04,12037,spanish,2013-10-04,active
4484,2013-10-04,4490,spanish,2013-10-04,active
4486,2013-10-04,2756,arabic,2013-10-04,active
4487,2013-10-04,5141,korean,2013-10-04,active
4489,2013-10-04,8936,spanish,2013-10-04,active
4490,2013-10-04,2625,french,2013-10-04,active
4496,2013-10-05,580,english,2013-10-05,active
4497,2013-10-05,8666,english,2013-10-05,active
4499,2013-10-05,7796,english,2013-10-05,active
4500,2013-10-05,86,russian,2013-10-05,active
4502,2013-10-05,2,english,2013-10-05,active
4510,2013-10-06,106,english,2013-10-06,active
4511,2013-10-06,3441,french,2013-10-06,active
4513,2013-10-06,141,english,2013-10-06,active
4520,2013-10-07,733,english,2013-10-07,active
4522,2013-10-07,12410,english,2013-10-07,active
4526,2013-10-07,1485,english,2013-10-07,active
4528,2013-10-07,17,portugese,2013-10-07,active
4529,2013-10-07,301,italian,2013-10-07,active
4533,2013-10-07,3662,spanish,2013-10-07,active
4535,2013-10-07,7,english,2013-10-07,active
4538,2013-10-07,32,english,2013-10-07,active
4539,2013-10-07,3575,french,2013-10-07,active
4542,2013-10-07,2367,french,2013-10-07,active
4543,2013-10-07,9584,english,2013-10-07,active
4545,2013-10-07,8824,chinese,2013-10-07,active
4546,2013-10-07,8551,english,2013-10-07,active
4548,2013-10-07,2153,english,2013-10-07,active
4549,2013-10-08,5323,english,2013-10-08,active
4551,2013-10-08,5811,english,2013-10-08,active
4552,2013-10-08,11807,english,2013-10-08,active
4553,2013-10-08,213,spanish,2013-10-08,active
4556,2013-10-08,1,english,2013-10-08,active
4557,2013-10-08,10124,english,2013-10-08,active
4559,2013-10-08,8322,chinese,2013-10-08,active
4560,2013-10-08,19,english,2013-10-08,active
4561,2013-10-08,1,arabic,2013-10-08,active
4562,2013-10-08,1,portugese,2013-10-08,active
4566,2013-10-08,12043,japanese,2013-10-08,active
4567,2013-10-08,10,japanese,2013-10-08,active
4568,2013-10-08,1354,german,2013-10-08,active
4569,2013-10-08,9,russian,2013-10-08,active
4570,2013-10-08,9855,english,2013-10-08,active
4575,2013-10-08,1623,japanese,2013-10-08,active
4580,2013-10-08,10927,french,2013-10-08,active
4581,2013-10-08,1,english,2013-10-08,active
4583,2013-10-09,4,english,2013-10-09,active
4584,2013-10-09,116,korean,2013-10-09,active
4585,2013-10-09,6285,english,2013-10-09,active
4586,2013-10-09,12621,english,2013-10-09,active
4587,2013-10-09,2201,korean,2013-10-09,active
4590,2013-10-09,6412,german,2013-10-09,active
4591,2013-10-09,1857,french,2013-10-09,active
4592,2013-10-09,2542,spanish,2013-10-09,active
4595,2013-10-09,12988,korean,2013-10-09,active
4596,2013-10-09,234,japanese,2013-10-09,active
4597,2013-10-09,9999,english,2013-10-09,active
4598,2013-10-09,1360,english,2013-10-09,active
4601,2013-10-09,9246,english,2013-10-09,active
4602,2013-10-09,1,korean,2013-10-09,active
4605,2013-10-09,4825,korean,2013-10-09,active
4608,2013-10-09,1,english,2013-10-09,active
4609,2013-10-09,13,french,2013-10-09,active
4610,2013-10-09,5756,japanese,2013-10-09,active
4615,2013-10-10,1268,english,2013-10-10,active
4618,2013-10-10,11317,spanish,2013-10-10,active
4620,2013-10-10,5,english,2013-10-10,active
4622,2013-10-10,4185,english,2013-10-10,active
4625,2013-10-10,1,japanese,2013-10-10,active
4626,2013-10-10,11893,english,2013-10-10,active
4627,2013-10-10,9290,japanese,2013-10-10,active
4628,2013-10-10,6850,french,2013-10-10,active
4630,2013-10-10,7,german,2013-10-10,active
4631,2013-10-10,9,spanish,2013-10-10,active
4632,2013-10-10,3396,english,2013-10-10,active
4635,2013-10-10,9030,english,2013-10-10,active
4636,2013-10-10,9814,japanese,2013-10-10,active
4638,2013-10-10,8021,english,2013-10-10,active
4639,2013-10-10,302,korean,2013-10-10,active
4641,2013-10-10,6399,french,2013-10-10,active
4642,2013-10-11,6,italian,2013-10-11,active
4646,2013-10-11,7,english,2013-10-11,active
4650,2013-10-11,1,english,2013-10-11,active
4654,2013-10-11,5222,german,2013-10-11,active
4660,2013-10-11,6463,english,2013-10-11,active
4661,2013-10-11,3443,english,2013-10-11,active
4662,2013-10-11,1098,english,2013-10-11,active
4663,2013-10-11,9917,english,2013-10-11,active
4664,2013-10-11,25,french,2013-10-11,active
4668,2013-10-11,11478,english,2013-10-11,active
4669,2013-10-11,19,english,2013-10-11,active
4670,2013-10-11,6276,english,2013-10-11,active
4671,2013-10-12,1719,chinese,2013-10-12,active
4672,2013-10-12,3,arabic,2013-10-12,active
4673,2013-10-12,10582,english,2013-10-12,active
4675,2013-10-12,1,english,2013-10-12,active
4677,2013-10-12,11980,english,2013-10-12,active
4679,2013-10-12,10694,indian,2013-10-12,active
4680,2013-10-13,2,indian,2013-10-13,active
4686,2013-10-13,11609,english,2013-10-13,active
4687,2013-10-13,2,german,2013-10-13,active
4688,2013-10-13,4,english,2013-10-13,active
4693,2013-10-14,22,english,2013-10-14,active
4696,2013-10-14,6493,english,2013-10-14,active
4697,2013-10-14,25,korean,2013-10-14,active
4699,2013-10-14,10878,arabic,2013-10-14,active
4706,2013-10-14,7862,english,2013-10-14,active
4708,2013-10-14,2449,chinese,2013-10-14,active
4711,2013-10-14,9256,japanese,2013-10-14,active
4716,2013-10-14,1779,english,2013-10-14,active
4717,2013-10-14,12827,japanese,2013-10-14,active
4718,2013-10-14,9561,english,2013-10-14,active
4720,2013-10-14,1499,chinese,2013-10-14,active
4722,2013-10-15,8102,arabic,2013-10-15,active
4723,2013-10-15,8661,english,2013-10-15,active
4725,2013-10-15,10,english,2013-10-15,active
4726,2013-10-15,13,spanish,2013-10-15,active
4729,2013-10-15,2697,english,2013-10-15,active
4730,2013-10-15,10272,japanese,2013-10-15,active
4732,2013-10-15,1,german,2013-10-15,active
4733,2013-10-15,112,french,2013-10-15,active
4744,2013-10-15,7564,german,2013-10-15,active
4745,2013-10-15,5311,korean,2013-10-15,active
4746,2013-10-15,14,spanish,2013-10-15,active
4747,2013-10-15,6084,japanese,2013-10-15,active
4756,2013-10-16,5359,english,2013-10-16,active
4757,2013-10-16,10188,chinese,2013-10-16,active
4758,2013-10-16,9854,english,2013-10-16,active
4767,2013-10-16,49,arabic,2013-10-16,active
4768,2013-10-16,7411,japanese,2013-10-16,active
4769,2013-10-16,1060,spanish,2013-10-16,active
4770,2013-10-16,12005,spanish,2013-10-16,active
4771,2013-10-16,9903,japanese,2013-10-16,active
4775,2013-10-16,9050,russian,2013-10-16,active
4776,2013-10-16,8516,english,2013-10-16,active
4777,2013-10-16,3083,english,2013-10-16,active
4779,2013-10-16,11001,spanish,2013-10-16,active
4781,2013-10-16,64,english,2013-10-16,active
4782,2013-10-17,7,spanish,2013-10-17,active
4786,2013-10-17,8003,english,2013-10-17,active
4787,2013-10-17,7747,english,2013-10-17,active
4792,2013-10-17,2,arabic,2013-10-17,active
4793,2013-10-17,1028,english,2013-10-17,active
4794,2013-10-17,9435,english,2013-10-17,active
4796,2013-10-17,7,english,2013-10-17,active
4799,2013-10-17,12188,english,2013-10-17,active
4802,2013-10-17,1287,english,2013-10-17,active
4803,2013-10-17,5404,english,2013-10-17,active
4804,2013-10-17,2,spanish,2013-10-17,active
4805,2013-10-17,4970,english,2013-10-17,active
4806,2013-10-17,3224,french,2013-10-17,active
4808,2013-10-17,2992,english,2013-10-17,active
4809,2013-10-17,571,german,2013-10-17,active
4811,2013-10-18,151,english,2013-10-18,active
4815,2013-10-18,3722,indian,2013-10-18,active
4816,2013-10-18,7842,indian,2013-10-18,active
4818,2013-10-18,845,english,2013-10-18,active
4824,2013-10-18,2598,chinese,2013-10-18,active
4826,2013-10-18,2932,french,2013-10-18,active
4827,2013-10-18,2230,english,2013-10-18,active
4828,2013-10-18,11765,japanese,2013-10-18,active
4830,2013-10-18,10099,japanese,2013-10-18,active
4831,2013-10-18,3127,english,2013-10-18,active
4833,2013-10-18,13189,french,2013-10-18,active
4838,2013-10-18,10665,english,2013-10-18,active
4839,2013-10-18,3233,indian,2013-10-18,active
4842,2013-10-18,7725,french,2013-10-18,active
4844,2013-10-19,62,japanese,2013-10-19,active
4846,2013-10-19,1186,arabic,2013-10-19,active
4848,2013-10-19,5974,japanese,2013-10-19,active
4851,2013-10-19,9370,german,2013-10-19,active
4852,2013-10-20,15,english,2013-10-20,active
4853,2013-10-20,2354,french,2013-10-20,active
4854,2013-10-20,7,english,2013-10-20,active
4855,2013-10-20,20,arabic,2013-10-20,active
4860,2013-10-20,25,russian,2013-10-20,active
4862,2013-10-21,12120,english,2013-10-21,active
4864,2013-10-21,30,english,2013-10-21,active
4865,2013-10-21,61,indian,2013-10-21,active
4866,2013-10-21,71,english,2013-10-21,active
4867,2013-10-21,55,english,2013-10-21,active
4869,2013-10-21,1,indian,2013-10-21,active
4871,2013-10-21,2657,spanish,2013-10-21,active
4874,2013-10-21,1520,english,2013-10-21,active
4876,2013-10-21,4574,german,2013-10-21,active
4879,2013-10-21,4375,chinese,2013-10-21,active
4882,2013-10-21,8332,english,2013-10-21,active
4885,2013-10-21,2026,japanese,2013-10-21,active
4890,2013-10-21,6530,german,2013-10-21,active
4892,2013-10-21,1,english,2013-10-21,active
4895,2013-10-22,2131,italian,2013-10-22,active
4896,2013-10-22,2561,english,2013-10-22,active
4897,2013-10-22,2522,german,2013-10-22,active
4899,2013-10-22,542,russian,2013-10-22,active
4901,2013-10-22,2816,english,2013-10-22,active
4903,2013-10-22,3436,portugese,2013-10-22,active
4904,2013-10-22,19,english,2013-10-22,active
4905,2013-10-22,1,english,2013-10-22,active
4906,2013-10-22,2396,german,2013-10-22,active
4907,2013-10-22,7663,english,2013-10-22,active
4910,2013-10-22,5262,english,2013-10-22,active
4913,2013-10-22,4628,german,2013-10-22,active
4914,2013-10-22,7292,german,2013-10-22,active
4915,2013-10-22,9431,arabic,2013-10-22,active
4916,2013-10-22,6715,spanish,2013-10-22,active
4918,2013-10-22,17,english,2013-10-22,active
4919,2013-10-22,712,indian,2013-10-22,active
4920,2013-10-22,5338,english,2013-10-22,active
4921,2013-10-22,10654,chinese,2013-10-22,active
4922,2013-10-22,56,spanish,2013-10-22,active
4923,2013-10-23,3361,english,2013-10-23,active
4924,2013-10-23,2525,english,2013-10-23,active
4928,2013-10-23,829,korean,2013-10-23,active
4929,2013-10-23,6959,english,2013-10-23,active
4930,2013-10-23,5,portugese,2013-10-23,active
4933,2013-10-23,8111,french,2013-10-23,active
4934,2013-10-23,6547,english,2013-10-23,active
4935,2013-10-23,7,spanish,2013-10-23,active
4936,2013-10-23,11899,japanese,2013-10-23,active
4937,2013-10-23,13107,english,2013-10-23,active
4946,2013-10-23,840,english,2013-10-23,active
4949,2013-10-23,12110,korean,2013-10-23,active
4950,2013-10-23,11370,korean,2013-10-23,active
4953,2013-10-23,7133,spanish,2013-10-23,active
4954,2013-10-23,1,french,2013-10-23,active
4956,2013-10-23,2699,english,2013-10-23,active
4957,2013-10-23,11303,english,2013-10-23,active
4958,2013-10-23,525,english,2013-10-23,active
4959,2013-10-23,3,english,2013-10-23,active
4960,2013-10-24,3270,english,2013-10-24,active
4963,2013-10-24,3813,italian,2013-10-24,active
4964,2013-10-24,6529,english,2013-10-24,active
4965,2013-10-24,1004,english,2013-10-24,active
4967,2013-10-24,26,english,2013-10-24,active
4969,2013-10-24,9477,russian,2013-10-24,active
4970,2013-10-24,12503,german,2013-10-24,active
4972,2013-10-24,4099,english,2013-10-24,active
4973,2013-10-24,1342,english,2013-10-24,active
4974,2013-10-24,215,english,2013-10-24,active
4976,2013-10-24,10474,chinese,2013-10-24,active
4977,2013-10-24,2246,english,2013-10-24,active
4981,2013-10-24,19,japanese,2013-10-24,active
4982,2013-10-24,8,english,2013-10-24,active
4985,2013-10-24,14,english,2013-10-24,active
4986,2013-10-24,36,english,2013-10-24,active
4988,2013-10-24,1079,portugese,2013-10-24,active
4989,2013-10-24,7532,spanish,2013-10-24,active
4991,2013-10-24,12502,english,2013-10-24,active
4995,2013-10-25,11260,chinese,2013-10-25,active
4996,2013-10-25,1,english,2013-10-25,active
4997,2013-10-25,5696,spanish,2013-10-25,active
5001,2013-10-25,12872,english,2013-10-25,active
5003,2013-10-25,9053,japanese,2013-10-25,active
5007,2013-10-25,10083,english,2013-10-25,active
5010,2013-10-25,1161,english,2013-10-25,active
5011,2013-10-25,7526,french,2013-10-25,active
5012,2013-10-25,1848,english,2013-10-25,active
5014,2013-10-25,9731,english,2013-10-25,active
5017,2013-10-25,1529,korean,2013-10-25,active
5018,2013-10-25,10403,english,2013-10-25,active
5020,2013-10-25,11711,spanish,2013-10-25,active
5023,2013-10-25,1910,english,2013-10-25,active
5025,2013-10-25,12733,english,2013-10-25,active
5027,2013-10-25,8,spanish,2013-10-25,active
5028,2013-10-25,9,spanish,2013-10-25,active
5031,2013-10-25,8734,spanish,2013-10-25,active
5034,2013-10-26,104,english,2013-10-26,active
5037,2013-10-26,684,arabic,2013-10-26,active
5039,2013-10-26,4988,japanese,2013-10-26,active
5041,2013-10-26,6641,japanese,2013-10-26,active
5045,2013-10-27,988,english,2013-10-27,active
5048,2013-10-27,2819,english,2013-10-27,active
5050,2013-10-27,2663,english,2013-10-27,active
5054,2013-10-28,9352,english,2013-10-28,active
5056,2013-10-28,10664,english,2013-10-28,active
5057,2013-10-28,2213,english,2013-10-28,active
5058,2013-10-28,1997,english,2013-10-28,active
5060,2013-10-28,5179,chinese,2013-10-28,active
5063,2013-10-28,6198,english,2013-10-28,active
5068,2013-10-28,11183,german,2013-10-28,active
5069,2013-10-28,13165,japanese,2013-10-28,active
5071,2013-10-28,2928,english,2013-10-28,active
5074,2013-10-28,7860,russian,2013-10-28,active
5076,2013-10-28,664,spanish,2013-10-28,active
5079,2013-10-28,7750,japanese,2013-10-28,active
5082,2013-10-28,3482,english,2013-10-28,active
5083,2013-10-28,1,english,2013-10-28,active
5084,2013-10-28,4107,english,2013-10-28,active
5088,2013-10-29,7,german,2013-10-29,active
5089,2013-10-29,6,english,2013-10-29,active
5091,2013-10-29,526,german,2013-10-29,active
5092,2013-10-29,10063,english,2013-10-29,active
5096,2013-10-29,11181,portugese,2013-10-29,active
5102,2013-10-29,7963,english,2013-10-29,active
5105,2013-10-29,2494,spanish,2013-10-29,active
5107,2013-10-29,7299,english,2013-10-29,active
5108,2013-10-29,4944,english,2013-10-29,active
5110,2013-10-29,12,english,2013-10-29,active
5111,2013-10-29,9028,spanish,2013-10-29,active
5114,2013-10-29,1,english,2013-10-29,active
5116,2013-10-29,90,spanish,2013-10-29,active
5118,2013-10-29,8745,french,2013-10-29,active
5119,2013-10-29,287,english,2013-10-29,active
5120,2013-10-29,165,spanish,2013-10-29,active
5121,2013-10-29,12859,chinese,2013-10-29,active
5122,2013-10-29,11910,english,2013-10-29,active
5131,2013-10-30,18,spanish,2013-10-30,active
5132,2013-10-30,6983,japanese,2013-10-30,active
5134,2013-10-30,1,english,2013-10-30,active
5135,2013-10-30,10621,english,2013-10-30,active
5136,2013-10-30,9,english,2013-10-30,active
5137,2013-10-30,1,indian,2013-10-30,active
5138,2013-10-30,1054,french,2013-10-30,active
5142,2013-10-30,10285,arabic,2013-10-30,active
5143,2013-10-30,3840,english,2013-10-30,active
5144,2013-10-30,6943,english,2013-10-30,active
5145,2013-10-30,378,english,2013-10-30,active
5147,2013-10-30,174,spanish,2013-10-30,active
5149,2013-10-30,4864,french,2013-10-30,active
5154,2013-10-30,415,german,2013-10-30,active
5156,2013-10-30,3,english,2013-10-30,active
5158,2013-10-31,9714,german,2013-10-31,active
5159,2013-10-31,1,portugese,2013-10-31,active
5161,2013-10-31,11874,spanish,2013-10-31,active
5162,2013-10-31,183,german,2013-10-31,active
5163,2013-10-31,7883,french,2013-10-31,active
5164,2013-10-31,1,english,2013-10-31,active
5167,2013-10-31,2039,english,2013-10-31,active
5168,2013-10-31,2,spanish,2013-10-31,active
5172,2013-10-31,123,english,2013-10-31,active
5174,2013-10-31,4000,italian,2013-10-31,active
5175,2013-10-31,8279,english,2013-10-31,active
5181,2013-10-31,10357,spanish,2013-10-31,active
5184,2013-10-31,3471,arabic,2013-10-31,active
5189,2013-10-31,1056,english,2013-10-31,active
5191,2013-10-31,8871,english,2013-10-31,active
5192,2013-10-31,3601,english,2013-10-31,active
5193,2013-11-01,1,japanese,2013-11-01,active
5194,2013-11-01,3779,english,2013-11-01,active
5195,2013-11-01,9176,english,2013-11-01,active
5196,2013-11-01,2,english,2013-11-01,active
5197,2013-11-01,3850,english,2013-11-01,active
5200,2013-11-01,152,english,2013-11-01,active
5201,2013-11-01,1520,german,2013-11-01,active
5204,2013-11-01,212,english,2013-11-01,active
5211,2013-11-01,5566,spanish,2013-11-01,active
5212,2013-11-01,3257,portugese,2013-11-01,active
5215,2013-11-01,1,french,2013-11-01,active
5217,2013-11-01,28,spanish,2013-11-01,active
5222,2013-11-01,2,chinese,2013-11-01,active
5223,2013-11-01,7581,english,2013-11-01,active
5224,2013-11-01,9896,russian,2013-11-01,active
5225,2013-11-01,12253,english,2013-11-01,active
5226,2013-11-01,16,english,2013-11-01,active
5229,2013-11-02,5226,english,2013-11-02,active
5230,2013-11-02,3771,english,2013-11-02,active
5232,2013-11-02,8310,english,2013-11-02,active
5234,2013-11-02,5908,portugese,2013-11-02,active
5236,2013-11-02,17,english,2013-11-02,active
5239,2013-11-03,960,japanese,2013-11-03,active
5240,2013-11-03,30,english,2013-11-03,active
5241,2013-11-03,13128,german,2013-11-03,active
5243,2013-11-03,1,french,2013-11-03,active
5244,2013-11-03,1,italian,2013-11-03,active
5245,2013-11-03,1579,german,2013-11-03,active
5247,2013-11-04,3815,english,2013-11-04,active
5248,2013-11-04,1183,spanish,2013-11-04,active
5249,2013-11-04,8935,indian,2013-11-04,active
5250,2013-11-04,882,english,2013-11-04,active
5251,2013-11-04,3936,french,2013-11-04,active
5254,2013-11-04,41,russian,2013-11-04,active
5257,2013-11-04,4,english,2013-11-04,active
5260,2013-11-04,5515,english,2013-11-04,active
5262,2013-11-04,2831,german,2013-11-04,active
5263,2013-11-04,1,spanish,2013-11-04,active
5268,2013-11-04,4080,english,2013-11-04,active
5270,2013-11-04,18,english,2013-11-04,active
5271,2013-11-04,7026,german,2013-11-04,active
5274,2013-11-04,1,english,2013-11-04,active
5275,2013-11-04,3602,french,2013-11-04,active
5277,2013-11-04,1,english,2013-11-04,active
5280,2013-11-05,79,french,2013-11-05,active
5282,2013-11-05,5889,english,2013-11-05,active
5284,2013-11-05,5937,arabic,2013-11-05,active
5285,2013-11-05,2775,english,2013-11-05,active
5286,2013-11-05,5258,french,2013-11-05,active
5287,2013-11-05,7131,korean,2013-11-05,active
5288,2013-11-05,5677,english,2013-11-05,active
5291,2013-11-05,5456,italian,2013-11-05,active
5292,2013-11-05,78,english,2013-11-05,active
5294,2013-11-05,103,japanese,2013-11-05,active
5296,2013-11-05,4035,english,2013-11-05,active
5297,2013-11-05,2165,spanish,2013-11-05,active
5299,2013-11-05,3912,english,2013-11-05,active
5301,2013-11-05,2,english,2013-11-05,active
5305,2013-11-05,10961,english,2013-11-05,active
5307,2013-11-05,10816,japanese,2013-11-05,active
5308,2013-11-05,5,english,2013-11-05,active
5309,2013-11-05,8465,english,2013-11-05,active
5310,2013-11-05,1995,english,2013-11-05,active
5318,2013-11-06,4556,english,2013-11-06,active
5320,2013-11-06,11729,chinese,2013-11-06,active
5323,2013-11-06,11889,german,2013-11-06,active
5326,2013-11-06,1,russian,2013-11-06,active
5327,2013-11-06,7501,english,2013-11-06,active
5331,2013-11-06,7821,korean,2013-11-06,active
5333,2013-11-06,4565,french,2013-11-06,active
5335,2013-11-06,12002,english,2013-11-06,active
5336,2013-11-06,2,english,2013-11-06,active
5338,2013-11-06,9646,english,2013-11-06,active
5339,2013-11-06,103,portugese,2013-11-06,active
5342,2013-11-06,10577,japanese,2013-11-06,active
5344,2013-11-06,3052,german,2013-11-06,active
5347,2013-11-06,25,french,2013-11-06,active
5349,2013-11-06,136,italian,2013-11-06,active
5351,2013-11-07,249,english,2013-11-07,active
5352,2013-11-07,3,english,2013-11-07,active
5354,2013-11-07,10480,english,2013-11-07,active
5356,2013-11-07,12458,english,2013-11-07,active
5361,2013-11-07,3975,english,2013-11-07,active
5362,2013-11-07,136,indian,2013-11-07,active
5365,2013-11-07,36,english,2013-11-07,active
5366,2013-11-07,3,arabic,2013-11-07,active
5367,2013-11-07,3398,english,2013-11-07,active
5369,2013-11-07,1785,english,2013-11-07,active
5370,2013-11-07,2713,english,2013-11-07,active
5372,2013-11-07,1976,english,2013-11-07,active
5373,2013-11-07,2,russian,2013-11-07,active
5375,2013-11-07,12910,english,2013-11-07,active
5377,2013-11-07,11827,arabic,2013-11-07,active
5382,2013-11-07,7022,english,2013-11-07,active
5386,2013-11-08,128,german,2013-11-08,active
5388,2013-11-08,13197,english,2013-11-08,active
5389,2013-11-08,102,english,2013-11-08,active
5392,2013-11-08,1999,english,2013-11-08,active
5393,2013-11-08,1,russian,2013-11-08,active
5394,2013-11-08,11782,english,2013-11-08,active
5395,2013-11-08,6903,english,2013-11-08,active
5398,2013-11-08,13109,spanish,2013-11-08,active
5399,2013-11-08,1044,japanese,2013-11-08,active
5400,2013-11-08,10508,indian,2013-11-08,active
5403,2013-11-08,3351,portugese,2013-11-08,active
5405,2013-11-08,4507,english,2013-11-08,active
5408,2013-11-08,134,english,2013-11-08,active
5411,2013-11-08,5583,korean,2013-11-08,active
5413,2013-11-08,3954,english,2013-11-08,active
5419,2013-11-08,14,english,2013-11-08,active
5421,2013-11-08,16,english,2013-11-08,active
5422,2013-11-09,570,italian,2013-11-09,active
5423,2013-11-09,1,english,2013-11-09,active
5424,2013-11-09,3345,english,2013-11-09,active
5426,2013-11-09,10399,english,2013-11-09,active
5428,2013-11-09,1,english,2013-11-09,active
5429,2013-11-09,1,english,2013-11-09,active
5430,2013-11-09,4316,spanish,2013-11-09,active
5432,2013-11-10,1565,english,2013-11-10,active
5433,2013-11-10,9742,german,2013-11-10,active
5437,2013-11-10,32,english,2013-11-10,active
5438,2013-11-10,3843,english,2013-11-10,active
5439,2013-11-10,4922,spanish,2013-11-10,active
5440,2013-11-10,851,spanish,2013-11-10,active
5441,2013-11-10,29,english,2013-11-10,active
5445,2013-11-11,12595,english,2013-11-11,active
5450,2013-11-11,139,french,2013-11-11,active
5452,2013-11-11,9724,english,2013-11-11,active
5455,2013-11-11,12452,arabic,2013-11-11,active
5457,2013-11-11,6275,japanese,2013-11-11,active
5462,2013-11-11,7,english,2013-11-11,active
5463,2013-11-11,6087,french,2013-11-11,active
5465,2013-11-11,5118,english,2013-11-11,active
5466,2013-11-11,13,italian,2013-11-11,active
5467,2013-11-11,28,english,2013-11-11,active
5468,2013-11-11,1,english,2013-11-11,active
5469,2013-11-11,39,english,2013-11-11,active
5472,2013-11-11,5806,korean,2013-11-11,active
5477,2013-11-12,276,english,2013-11-12,active
5479,2013-11-12,3123,english,2013-11-12,active
5482,2013-11-12,6618,english,2013-11-12,active
5483,2013-11-12,3,russian,2013-11-12,active
5484,2013-11-12,11372,english,2013-11-12,active
5485,2013-11-12,850,english,2013-11-12,active
5489,2013-11-12,1,english,2013-11-12,active
5490,2013-11-12,11921,chinese,2013-11-12,active
5491,2013-11-12,3948,russian,2013-11-12,active
5492,2013-11-12,13084,english,2013-11-12,active
5494,2013-11-12,44,english,2013-11-12,active
5496,2013-11-12,2,english,2013-11-12,active
5498,2013-11-12,12383,english,2013-11-12,active
5500,2013-11-12,105,english,2013-11-12,active
5501,2013-11-12,8857,chinese,2013-11-12,active
5502,2013-11-12,38,english,2013-11-12,active
5504,2013-11-12,12745,english,2013-11-12,active
5506,2013-11-12,11423,portugese,2013-11-12,active
5508,2013-11-13,15,japanese,2013-11-13,active
5509,2013-11-13,1368,english,2013-11-13,active
5510,2013-11-13,84,english,2013-11-13,active
5511,2013-11-13,11000,english,2013-11-13,active
5512,2013-11-13,4013,english,2013-11-13,active
5517,2013-11-13,2254,english,2013-11-13,active
5519,2013-11-13,8472,english,2013-11-13,active
5521,2013-11-13,13,french,2013-11-13,active
5524,2013-11-13,6086,english,2013-11-13,active
5525,2013-11-13,10982,russian,2013-11-13,active
5526,2013-11-13,23,german,2013-11-13,active
5527,2013-11-13,1,english,2013-11-13,active
5528,2013-11-13,4137,arabic,2013-11-13,active
5530,2013-11-13,1664,english,2013-11-13,active
5531,2013-11-13,3342,japanese,2013-11-13,active
5534,2013-11-13,10116,english,2013-11-13,active
5538,2013-11-13,1,japanese,2013-11-13,active
5540,2013-11-13,11014,english,2013-11-13,active
5543,2013-11-14,7305,english,2013-11-14,active
5545,2013-11-14,35,japanese,2013-11-14,active
5546,2013-11-14,13113,portugese,2013-11-14,active
5548,2013-11-14,338,english,2013-11-14,active
5550,2013-11-14,2728,english,2013-11-14,active
5551,2013-11-14,5342,english,2013-11-14,active
5553,2013-11-14,9204,english,2013-11-14,active
5554,2013-11-14,10054,italian,2013-11-14,active
5555,2013-11-14,6020,english,2013-11-14,active
5559,2013-11-14,11364,italian,2013-11-14,active
5562,2013-11-14,1,french,2013-11-14,active
5563,2013-11-14,4935,english,2013-11-14,active
5564,2013-11-14,554,english,2013-11-14,active
5569,2013-11-14,6238,indian,2013-11-14,active
5571,2013-11-14,5120,english,2013-11-14,active
5574,2013-11-14,1556,italian,2013-11-14,active
5575,2013-11-14,11267,arabic,2013-11-14,active
5576,2013-11-15,37,english,2013-11-15,active
5578,2013-11-15,87,french,2013-11-15,active
5584,2013-11-15,6004,arabic,2013-11-15,active
5587,2013-11-15,3684,japanese,2013-11-15,active
5588,2013-11-15,115,english,2013-11-15,active
5589,2013-11-15,9853,indian,2013-11-15,active
5594,2013-11-15,35,french,2013-11-15,active
5596,2013-11-15,7627,english,2013-11-15,active
5597,2013-11-15,6302,spanish,2013-11-15,active
5598,2013-11-15,2265,english,2013-11-15,active
5601,2013-11-15,44,indian,2013-11-15,active
5607,2013-11-15,4,english,2013-11-15,active
5609,2013-11-15,2,indian,2013-11-15,active
5611,2013-11-15,9329,english,2013-11-15,active
5612,2013-11-15,1,english,2013-11-15,active
5617,2013-11-16,6976,english,2013-11-16,active
5618,2013-11-16,11456,french,2013-11-16,active
5622,2013-11-16,12521,italian,2013-11-16,active
5623,2013-11-17,948,japanese,2013-11-17,active
5624,2013-11-17,1341,arabic,2013-11-17,active
5625,2013-11-17,1975,english,2013-11-17,active
5626,2013-11-17,18,portugese,2013-11-17,active
5628,2013-11-17,4729,japanese,2013-11-17,active
5629,2013-11-17,12945,french,2013-11-17,active
5630,2013-11-17,37,english,2013-11-17,active
5632,2013-11-17,12757,english,2013-11-17,active
5633,2013-11-17,3318,german,2013-11-17,active
5634,2013-11-17,182,english,2013-11-17,active
5637,2013-11-18,10194,spanish,2013-11-18,active
5641,2013-11-18,1011,english,2013-11-18,active
5642,2013-11-18,12293,indian,2013-11-18,active
5646,2013-11-18,10643,english,2013-11-18,active
5648,2013-11-18,7939,english,2013-11-18,active
5649,2013-11-18,2252,japanese,2013-11-18,active
5652,2013-11-18,1094,english,2013-11-18,active
5653,2013-11-18,2103,english,2013-11-18,active
5654,2013-11-18,1,chinese,2013-11-18,active
5655,2013-11-18,2286,english,2013-11-18,active
5658,2013-11-18,8105,japanese,2013-11-18,active
5659,2013-11-18,5403,korean,2013-11-18,active
